,ECA2_0005_01.a_p1,ECA2_0005_02.a_p1,ECA2_0005_03.a_p1,ECA2_0005_04.b_p1,ECA2_0005_05.a_p1,ECA2_0005_06.a_p1,ECA2_0005_07.a_p1,ECA2_0005_08.a_p1,ECA2_0005_09.a_p1,ECA2_0005_10.a_p1
359.193602610788,1,0,0,0,0,0,1,0,0,0
359.990579441568,0,1,1,1,1,0,1,0,1,1
360.141194320716,1,0,1,0,0,1,0,1,1,1
360.17765654334,1,1,1,0,1,1,1,1,1,1
361.020203202757,1,0,0,0,1,0,0,0,0,0
361.056450883082,1,1,1,0,1,1,1,0,1,1
361.092917492873,1,1,1,0,1,1,1,0,1,1
361.096250604741,0,1,0,0,1,1,0,0,0,1
361.125196079781,0,0,0,0,0,0,0,0,1,0
361.129228263743,1,1,1,1,1,1,1,0,1,1
361.165636188115,1,1,0,0,1,0,0,0,1,1
362.218388773041,0,1,0,0,0,0,0,0,0,0
363.03578042413,0,0,1,0,0,0,0,0,0,1
363.036528511633,1,1,0,0,1,1,1,1,1,0
363.072081802094,1,1,1,1,1,1,1,0,1,1
363.10858231203,1,1,1,1,1,1,1,0,1,1
364.067358096948,1,0,0,0,0,0,0,0,0,0
364.10386330536,0,1,0,0,0,0,0,0,0,0
364.128057834332,1,0,0,0,0,0,0,0,0,0
364.187807075562,1,0,0,0,0,0,0,0,0,0
364.20076978619,1,1,0,0,1,1,0,0,0,0
365.033692165355,1,1,0,0,1,1,1,1,1,0
365.051447751813,1,1,1,1,1,1,1,1,1,1
365.087779048533,1,1,1,1,1,1,1,0,1,1
365.268558480582,0,0,0,1,0,0,0,0,0,0
366.083006492122,0,0,0,0,1,0,0,0,0,0
366.130678815804,1,0,0,0,0,0,0,1,0,0
366.143659583845,1,0,0,0,0,0,0,0,0,0
366.180116546856,1,1,0,0,1,1,1,1,1,1
367.029280400029,0,0,1,0,1,0,0,1,0,1
367.030630584968,1,1,1,0,1,1,0,0,1,1
367.043643829669,0,1,0,0,0,0,0,0,0,0
367.06706934349,1,1,1,1,1,1,1,1,1,1
367.101137110549,0,0,1,0,0,0,0,0,0,0
367.106751921934,0,0,0,0,1,0,0,0,0,0
367.124535283715,0,0,0,0,0,1,0,0,0,1
367.164072079953,1,1,0,0,0,1,0,1,0,1
367.200517264595,0,0,0,0,1,0,0,0,0,0
367.21599116063,0,1,1,0,0,0,0,1,0,1
368.15936539045,1,0,0,0,0,0,0,0,0,0
368.968822384919,0,1,0,0,0,0,0,0,0,1
369.026230545214,0,0,0,0,0,0,0,1,0,0
369.028569730003,0,1,0,0,0,0,0,0,0,0
369.046310964264,1,1,1,0,1,1,1,0,1,1
369.072212276688,0,0,1,0,0,0,0,0,0,0
369.097948752025,0,0,0,0,1,0,0,0,0,0
370.130606874783,0,0,0,0,0,0,0,1,1,0
370.161930382668,1,0,0,0,0,0,0,1,0,1
370.979454517189,0,0,0,0,0,0,1,0,0,0
371.025611478681,0,0,0,0,1,0,0,0,0,0
371.040880248302,1,1,0,0,1,0,0,0,0,0
371.051483688559,0,0,0,0,1,0,1,0,0,0
371.061971237483,1,1,1,1,1,1,1,0,1,1
371.077218054152,1,1,0,0,1,0,0,0,0,1
371.090292370366,1,1,1,0,1,0,1,0,1,1
371.11361936982,0,1,0,0,0,0,0,0,0,0
371.15332141602,0,0,0,0,0,0,0,1,0,0
371.157192659913,1,0,0,0,1,1,0,1,0,1
371.193562335852,1,0,0,0,0,0,0,0,0,0
371.229951513963,1,0,0,0,1,0,0,0,0,0
372.085527848025,0,0,0,0,1,0,0,0,0,0
372.127599327908,0,0,0,0,0,0,0,1,0,0
372.177598031791,1,1,0,0,0,1,0,0,0,1
372.188840022556,1,0,0,0,0,0,0,0,0,0
372.1946637148,0,1,0,0,0,1,0,1,0,0
372.21396446099,1,1,1,0,1,1,1,1,1,1
373.010055200556,0,1,0,0,0,0,0,0,0,0
373.020100526779,1,0,0,0,0,0,0,0,0,0
373.056476136202,1,1,0,0,1,1,1,0,1,1
373.069513595637,1,1,0,0,1,0,0,0,0,1
373.090608981369,0,0,0,0,0,0,0,0,0,1
373.092863986741,1,1,1,0,1,1,0,0,1,1
373.129236898477,1,1,0,0,1,0,0,0,0,0
373.172856160813,1,1,1,0,1,1,1,1,1,1
373.209226441057,1,0,0,0,0,0,0,0,0,0
374.105285744607,1,0,1,0,0,0,1,0,0,0
374.156843108666,1,1,1,0,1,1,1,1,1,1
374.221583607693,0,0,1,0,0,0,0,0,0,0
374.999547213639,0,1,1,0,0,0,1,0,0,0
374.999774170495,0,0,0,1,0,0,0,0,0,0
375.018131179717,0,0,0,1,0,0,0,0,1,1
375.035730095859,1,1,1,0,1,1,1,0,1,1
375.048792224413,1,0,0,0,0,0,0,0,0,0
375.07214128479,1,1,1,1,1,1,0,1,1,1
375.08118334103,0,0,0,0,0,0,0,1,0,0
375.106310669646,0,0,0,0,0,0,0,0,0,1
375.144928848733,1,1,1,0,1,1,1,0,1,1
375.181292203292,1,0,0,0,0,1,0,0,1,1
376.103208105994,1,0,0,0,0,0,0,0,0,0
376.154730762206,0,0,0,0,1,1,0,1,0,0
377.015073251635,1,0,0,1,1,0,0,0,1,1
377.051396445684,1,1,1,1,1,1,1,0,1,1
377.087803190623,1,1,1,1,1,1,1,1,1,1
377.12417426497,1,1,1,1,1,1,1,0,1,1
377.127521749711,0,0,0,0,1,0,0,0,0,0
377.135538949468,0,0,0,0,0,1,0,0,0,0
377.196945440299,1,1,1,0,0,1,0,0,1,0
378.119416926561,1,0,0,0,1,0,0,0,0,0
378.143721191931,0,0,0,0,0,1,0,0,0,0
378.167042044128,1,0,0,0,0,0,0,1,0,0
378.216503667,1,1,0,0,1,1,0,0,0,0
379.010481222241,0,0,0,0,0,1,0,0,0,0
379.030686112247,1,1,1,0,1,0,0,0,1,1
379.031426388537,0,0,0,0,0,1,1,1,0,0
379.060568641746,0,1,0,0,0,0,0,0,0,0
379.067076004777,1,1,1,0,1,1,1,1,1,1
379.103451701591,1,1,1,1,1,1,1,1,1,1
379.106785488435,0,0,0,0,0,0,1,0,0,0
380.062333798109,0,0,0,0,0,0,0,0,0,1
380.098706774837,0,1,0,0,0,0,0,0,0,1
380.159315295167,1,0,0,0,0,0,0,1,0,0
380.180292634984,0,0,0,0,0,0,0,1,0,0
380.195742975484,1,0,0,0,1,1,0,0,0,0
380.998517179548,0,0,0,0,0,1,0,0,0,0
381.028540126623,0,0,0,0,0,1,0,0,0,0
381.044988543549,0,1,1,0,0,0,0,0,1,1
381.04633893879,1,1,1,0,1,1,1,0,1,1
381.05938916193,1,1,0,0,0,1,0,0,0,0
381.103855167013,1,0,0,0,0,0,0,0,0,1
381.116691234912,1,0,0,0,0,0,0,0,0,0
381.140234491654,0,0,0,0,0,1,1,0,1,1
381.147430924684,1,1,1,0,1,1,0,0,0,1
382.077997977155,0,1,0,0,0,0,0,0,0,0
382.099404861688,0,0,0,0,0,0,0,0,1,0
382.100423454432,0,1,0,0,0,1,1,0,0,0
382.106290533669,1,0,0,0,0,1,0,0,0,1
382.138627913002,1,0,0,0,0,0,0,1,0,0
383.025617753596,1,1,0,0,1,0,0,0,1,0
383.04086489292,1,0,0,0,0,0,0,0,0,0
383.042192027502,0,0,0,0,1,0,0,0,0,0
383.051492681291,0,1,0,0,0,0,1,0,0,0
383.061973823269,1,1,1,1,1,1,1,1,1,1
383.067166562862,0,0,0,0,0,0,0,0,1,0
383.087841711599,1,0,0,0,0,0,0,0,0,0
383.116550177726,0,0,0,1,0,0,0,0,0,0
383.12670158935,1,1,1,0,1,1,1,0,1,1
383.172121382094,0,0,0,1,0,0,0,0,0,0
383.353024768427,1,1,1,0,1,1,0,0,0,1
384.146249112676,0,0,0,0,0,0,0,1,0,0
384.990015475677,0,0,0,0,1,0,0,0,0,0
385.018471613684,0,1,0,0,1,1,1,1,1,0
385.020158329479,1,0,0,0,0,0,0,0,0,0
385.041247297459,1,1,0,0,1,1,0,0,1,0
385.04609914569,0,1,0,0,0,0,0,0,0,0
385.056500330622,1,1,0,0,1,0,0,0,0,0
385.092903606989,1,1,0,0,1,0,0,0,0,0
385.136480371744,0,0,0,0,0,1,0,0,0,0
385.176324028226,0,1,1,0,1,0,0,1,0,0
385.209244802773,1,0,0,0,0,1,0,1,0,0
386.101193298459,1,0,0,0,0,0,0,0,0,0
386.143232959119,0,0,0,0,0,0,0,1,0,0
386.168141132459,1,0,0,0,0,0,0,0,0,0
386.193213166431,1,0,0,0,0,1,0,1,1,0
386.938784698101,0,0,0,0,0,0,1,0,0,0
387.015476804548,0,1,0,0,0,1,1,1,1,0
387.035782330147,1,1,1,0,1,0,0,0,1,1
387.05692392994,1,1,1,0,1,0,1,0,1,1
387.072164506515,1,1,1,0,1,1,0,0,1,1
387.081411667396,0,1,0,0,0,0,0,0,0,0
387.106308535077,1,1,0,0,0,1,1,1,1,1
387.108537109246,1,1,0,0,1,0,0,0,0,1
387.144925934392,1,0,0,0,0,0,0,0,0,0
387.152127429249,1,0,0,0,0,1,0,0,0,1
387.17334317284,0,1,0,0,0,0,0,0,0,0
387.188485459668,1,1,1,0,1,1,1,1,1,1
387.191949641051,0,1,1,0,1,0,0,1,0,0
387.224879236409,1,0,0,0,1,1,0,0,0,0
388.080478683739,0,1,0,0,0,1,1,1,0,0
388.172501812849,1,1,1,0,1,1,1,1,1,1
388.935027782959,0,0,0,0,0,0,1,0,0,0
389.015030630069,1,0,1,0,0,0,0,0,0,0
389.051460675204,1,1,1,0,1,1,1,1,0,1
389.054784976227,0,0,0,0,0,1,0,0,0,0
389.064479619368,1,1,1,0,1,1,1,0,0,1
389.072535459714,1,1,0,0,1,0,0,0,1,0
389.087797436197,1,1,1,1,1,1,1,0,1,1
389.12199764657,0,0,0,0,0,0,0,0,1,1
389.124212180512,1,1,1,1,1,1,1,1,1,1
389.160577607689,1,1,1,1,1,1,1,0,1,1
389.167747391763,1,0,1,0,0,1,0,1,0,0
389.189008449217,0,1,0,0,0,0,0,1,0,0
389.204177880557,1,0,0,0,0,0,0,0,0,0
390.046678420307,1,0,0,0,0,0,0,0,0,0
390.083049521284,1,1,0,0,0,0,0,0,0,0
390.170382463722,1,1,0,0,1,1,0,0,0,0
391.030658021836,1,0,0,0,1,0,0,0,0,0
391.067072181836,1,1,1,1,1,1,1,0,1,1
391.088192582606,0,0,0,0,0,1,1,0,0,0
391.103438396276,1,1,1,1,1,1,1,1,1,1
391.131815776193,0,0,0,0,0,1,0,0,0,0
392.072716631043,0,0,0,0,0,0,1,0,0,0
392.14966518813,1,0,0,0,0,0,0,0,0,0
392.232130675696,1,0,0,0,1,0,0,0,0,0
393.046321803348,1,1,1,0,1,1,1,0,1,1
393.082686187308,1,1,1,1,1,1,1,1,1,1
393.097307223623,0,0,0,1,0,0,0,0,0,0
393.190982440552,1,1,0,0,1,0,0,0,0,0
394.174992173512,1,1,1,0,0,1,0,1,0,0
394.195984114948,0,0,0,0,0,0,0,1,0,0
395.025553889637,1,1,0,0,1,0,0,0,1,0
395.061963644418,1,1,1,1,1,1,1,1,1,1
395.12667674729,0,1,0,0,1,0,1,0,0,1
395.999217295255,0,0,1,1,0,0,0,0,1,0
397.029149649705,0,1,0,0,1,0,1,1,1,0
397.041265486201,1,1,1,0,1,1,0,0,1,1
397.103636827025,0,0,0,0,0,0,0,0,0,1
397.117313768119,0,0,0,0,0,0,1,0,0,0
397.138282637659,0,0,0,0,0,1,0,0,0,0
397.172799425403,1,0,0,0,0,0,0,0,0,0
397.178689726966,1,0,0,0,0,0,0,0,0,0
398.1738777488,0,0,0,0,0,0,0,1,0,0
399.035808130185,1,1,0,0,1,0,0,0,0,0
399.05689320288,1,1,1,0,1,1,1,0,1,1
399.072129620395,0,0,0,0,1,0,0,0,0,0
399.085232204813,0,1,1,0,1,1,0,0,1,1
399.117561610886,1,0,1,0,0,1,0,0,0,0
399.184610066037,0,0,0,0,1,0,0,0,0,0
399.224883267652,1,0,0,0,1,0,0,0,0,0
399.347888666853,0,0,0,0,0,1,0,0,0,0
400.172517475946,0,0,0,0,0,1,0,1,0,0
400.354372840473,0,0,0,0,0,0,0,0,1,0
401.015993860058,0,0,1,0,0,0,0,1,1,0
401.036083857302,0,1,0,0,0,0,0,0,0,0
401.051390989383,1,1,0,0,1,0,0,1,1,1
401.072530312219,1,1,1,0,1,1,1,0,1,1
401.085553839847,1,0,0,0,0,1,0,0,0,1
401.087773156696,1,1,1,0,1,0,0,0,0,1
401.121879816856,0,0,0,0,0,0,1,0,0,0
401.124177379548,1,1,0,0,0,0,0,0,0,0
401.171278220127,0,0,1,0,0,0,0,0,0,0
401.204140080444,1,1,1,0,1,1,1,1,1,1
401.240556009425,1,0,0,0,0,0,0,0,0,0
402.151698379677,1,0,0,0,0,0,0,0,0,0
402.188146920211,1,0,0,0,0,0,0,0,0,0
402.199371861089,1,0,0,0,0,0,0,0,0,0
402.937726467393,0,1,1,0,1,0,1,0,1,0
403.012959319702,0,0,0,0,0,0,0,1,0,0
403.030707164804,1,1,0,0,0,0,0,0,0,1
403.031638588911,0,0,0,1,0,0,0,0,0,0
403.051806795172,1,0,0,0,0,0,0,0,0,0
403.067062072702,1,1,1,0,1,1,1,0,1,1
403.103422043992,1,1,1,0,1,1,1,0,1,1
403.118820374458,0,0,0,0,0,0,1,0,0,0
403.137601432757,1,1,0,0,0,1,0,0,1,1
403.139842015822,1,1,1,0,1,0,0,0,0,1
403.146990960251,1,0,0,0,0,0,0,0,0,0
403.176175926035,0,0,0,0,1,0,0,0,0,0
403.183382504284,1,1,1,0,1,1,1,1,1,1
404.940198008835,0,0,0,0,0,0,1,0,0,0
405.046340646475,1,1,0,0,0,1,0,1,1,1
405.049704279315,0,0,0,0,0,1,0,0,0,0
405.082718505381,1,1,1,1,1,1,1,0,1,1
405.11909766238,1,1,1,1,1,1,1,1,1,1
405.155524006246,1,1,1,0,1,1,1,0,1,1
405.19186350397,1,0,1,0,1,1,0,0,1,1
405.314048487332,1,0,1,0,0,1,0,0,0,0
406.077886690361,1,0,0,0,0,0,0,0,0,0
406.165307537278,0,1,0,0,0,0,0,0,0,0
407.025605080093,1,1,0,0,1,0,0,0,1,0
407.053223495766,0,0,0,0,0,0,0,1,0,0
407.061933456416,1,1,1,0,1,1,1,1,1,1
407.090327899252,0,1,0,0,1,0,0,0,0,0
407.098352639308,1,1,1,1,1,1,1,1,1,1
407.119648507089,1,0,0,0,0,1,0,0,0,0
407.206625272182,1,0,0,0,1,0,0,0,0,0
408.190364202495,0,0,0,0,0,0,0,1,0,0
408.190704759104,1,0,0,0,0,0,0,0,0,0
408.92077070099,0,1,1,1,1,1,1,1,1,1
408.933149163871,0,1,1,1,1,0,0,0,1,1
409.011775107349,0,1,0,0,0,0,0,0,0,0
409.041236955638,1,1,1,0,1,1,1,1,1,1
409.077642662221,1,1,1,1,1,1,1,1,1,1
409.135232034838,0,1,0,0,0,0,1,0,0,0
409.171492278595,0,0,0,0,0,0,1,0,0,0
410.091587908097,0,0,0,0,0,0,1,0,0,0
410.109275434405,1,1,0,0,1,0,0,0,0,0
411.018902656725,0,0,0,0,1,0,0,0,0,0
411.023863509172,0,1,0,0,0,1,0,0,0,0
411.035779178723,0,1,0,0,0,0,0,0,0,0
411.05684843153,1,1,1,0,1,1,1,1,1,1
411.081484033992,0,0,0,0,0,0,0,0,1,0
411.085236137865,0,0,0,0,0,0,1,0,0,0
411.090058672936,0,0,1,1,0,0,1,1,0,1
411.093245879104,1,1,1,1,1,1,1,1,1,1
411.121624831434,1,1,0,0,1,1,1,0,1,0
411.148210577992,0,1,0,0,0,0,0,0,0,0
411.150677043831,0,0,0,0,0,0,1,0,0,0
411.194358590618,0,1,0,0,0,0,0,0,0,0
411.384324272206,0,0,0,0,0,1,0,0,0,0
412.219108910841,0,1,0,0,0,0,0,0,0,1
413.015002767033,1,0,0,0,0,0,0,0,0,0
413.036153513737,1,1,0,0,1,0,0,0,1,0
413.051437537845,1,1,0,0,1,0,0,0,0,0
413.070224593442,0,0,0,0,0,0,0,1,0,0
413.072567159976,1,1,1,0,1,1,1,0,1,1
413.087845776984,0,0,0,0,1,0,0,0,0,0
413.096854864581,0,0,1,0,0,0,0,0,0,0
413.099136218201,0,1,0,0,0,0,0,0,0,0
413.112217818112,0,0,0,0,0,0,1,0,0,0
413.133185297715,1,0,0,0,1,0,0,0,0,0
413.201690110041,0,1,0,0,0,0,0,0,0,0
413.21001881107,0,1,0,0,0,0,0,0,0,0
413.240496169966,1,0,0,0,0,0,0,0,0,0
414.168871599532,1,0,0,0,0,1,0,0,0,1
414.188128521518,1,0,0,0,0,1,0,1,0,0
414.235795156206,1,0,0,0,1,0,0,0,0,0
414.91993629941,0,0,0,0,0,0,1,0,0,0
414.920202571697,0,1,0,0,0,0,0,0,0,0
415.03066599077,1,0,0,0,1,0,0,0,1,1
415.051805542468,1,1,1,0,1,0,0,0,1,0
415.06708997868,1,1,0,0,1,1,1,1,1,1
415.088163934559,1,1,1,0,1,1,1,1,1,1
415.103422029856,0,0,0,0,1,0,0,0,0,0
415.112705358883,0,0,0,0,1,0,0,0,0,0
415.137543773992,0,1,0,0,0,1,1,1,1,1
415.139800834592,0,0,0,0,1,1,0,0,0,0
415.179520727193,0,1,0,0,1,0,0,0,0,0
415.219764365738,1,1,1,0,1,1,1,1,1,1
415.912097981762,0,1,0,1,1,0,0,1,1,1
416.157136612697,0,0,0,0,0,0,0,1,0,0
416.177638578686,0,0,0,0,0,0,0,0,1,0
416.178631811459,1,0,1,0,0,0,0,0,0,0
416.2150152138,1,0,0,0,1,0,0,0,0,0
417.033891376098,0,0,0,0,1,0,0,0,0,0
417.046308622419,1,0,0,0,1,1,1,0,1,1
417.067450615392,1,0,0,0,0,0,0,0,1,0
417.082729755436,1,1,0,0,1,1,0,0,1,1
417.116858860829,0,0,0,0,0,0,1,0,0,1
417.119104387758,1,1,1,0,1,0,0,0,0,1
417.153240331746,0,1,0,0,1,1,1,1,1,0
417.155477299405,1,0,1,0,1,0,0,0,1,0
417.199108069681,1,1,1,0,1,1,1,1,1,1
417.235456003772,1,0,0,0,0,0,0,0,0,0
417.960479575823,0,0,0,0,0,1,0,0,0,0
418.090668097501,0,0,0,0,0,0,0,1,0,0
418.090988095916,0,1,0,0,0,1,1,0,0,0
418.154040003202,0,0,0,0,0,0,0,1,0,0
418.955893650959,0,0,0,0,0,0,1,0,0,0
419.02564989881,1,1,0,0,1,1,0,0,1,1
419.062000617374,1,1,1,0,1,1,0,0,1,1
419.07093953317,1,0,0,0,0,0,0,0,0,0
419.098346584978,1,1,1,0,1,1,0,1,1,1
419.113786578393,0,0,0,0,0,0,1,0,0,0
419.134769001433,1,1,1,1,1,1,1,0,1,1
419.171121992706,1,1,1,0,1,1,1,1,1,1
419.207469957454,1,0,0,0,0,0,0,0,0,0
419.329714064048,1,0,1,0,1,1,0,1,1,1
420.13036691121,0,0,0,0,0,1,0,0,0,0
420.950809626186,0,0,0,0,0,0,1,0,0,0
420.99512317664,0,1,0,0,1,1,1,1,1,0
421.036333012024,0,0,0,0,0,0,1,0,0,0
421.036550583577,0,0,0,0,0,1,0,0,1,0
421.041250402563,1,1,1,0,1,1,1,1,1,1
421.068870269898,0,0,0,0,0,0,0,1,0,0
421.077587970374,1,1,1,0,1,1,1,1,1,1
421.114012814373,1,1,1,1,1,1,1,1,1,1
422.239888537107,0,0,0,0,0,0,0,0,1,0
422.992167201024,0,1,0,0,1,1,1,1,1,0
423.020523971512,0,0,0,0,1,0,0,0,0,0
423.056912426131,1,1,1,0,1,1,1,0,1,1
423.093256520067,1,1,1,1,1,1,1,0,1,1
423.103837110322,0,0,0,0,0,0,1,0,0,0
423.158072465456,0,1,0,0,1,0,0,0,0,0
423.187199434546,0,0,0,0,0,0,1,0,0,0
423.222368083401,0,0,0,0,0,1,0,0,0,0
424.088512699001,0,1,0,0,0,0,0,0,0,0
425.036186438407,1,1,0,0,1,0,0,0,1,0
425.072566890514,1,1,1,0,0,1,1,0,1,1
425.08229862778,0,1,0,0,0,0,0,0,0,0
425.137290031914,0,1,0,0,1,1,1,0,1,0
425.173664486624,1,1,1,0,0,0,0,0,0,0
425.219120244244,0,0,0,1,0,0,0,0,0,0
426.104212525782,0,1,0,0,1,0,0,0,0,0
426.198408021466,0,0,0,0,1,0,0,0,0,0
427.03069297629,0,1,0,0,0,0,0,0,0,0
427.051827179376,1,1,1,0,1,1,0,0,1,1
427.067054986542,0,1,0,0,0,0,0,0,0,0
427.068339570786,0,0,1,0,0,0,1,0,0,0
427.085894080309,0,0,0,0,0,0,0,1,1,0
427.088210321811,1,1,1,0,1,1,1,0,1,1
427.112456438489,0,0,1,0,0,1,0,0,0,0
427.116532815171,1,1,0,0,1,1,1,0,1,1
427.152939196354,1,1,1,0,1,1,0,0,1,1
427.171178520249,0,1,0,0,0,0,0,0,0,0
427.172155618036,0,0,0,0,0,0,1,0,0,0
427.183487418593,1,0,0,0,0,0,0,0,0,0
427.217415870492,0,0,0,0,1,0,0,0,0,0
427.219777360882,1,0,0,0,0,0,0,0,1,0
427.25618876574,1,0,0,0,1,0,0,0,0,0
428.177670366805,0,0,0,0,0,0,1,0,0,0
428.215059384918,1,0,0,0,0,0,0,0,0,0
428.935598753704,0,1,1,0,1,0,0,0,1,1
429.04634935807,1,1,1,0,1,0,0,0,1,1
429.067478152054,1,1,1,0,1,1,0,0,0,1
429.082780166243,1,1,0,0,1,0,0,1,1,1
429.083015593233,0,0,1,0,0,0,0,0,0,0
429.093332582133,0,0,0,0,0,0,0,1,0,0
429.095806825482,1,1,1,0,1,1,1,0,0,1
429.116745220094,1,0,0,0,0,0,1,0,0,0
429.119070590131,1,0,0,0,1,0,0,0,0,0
429.125001753999,0,0,0,1,0,0,0,0,0,0
429.16523610252,0,0,0,0,0,0,1,0,0,0
429.199112673353,1,1,1,0,1,1,1,1,1,1
429.235474484795,1,1,1,0,1,1,1,1,1,1
430.183094519501,1,0,0,0,0,0,0,0,0,0
430.19425159059,1,1,1,0,1,1,0,1,0,1
430.230700044818,1,0,0,0,0,0,0,0,0,0
431.025608144845,1,1,0,0,1,0,0,0,0,0
431.061989235377,1,1,1,0,1,1,0,0,1,1
431.07256596998,0,0,0,0,0,0,0,1,0,0
431.083112171686,1,1,1,0,1,0,0,0,0,0
431.096175701385,1,0,0,0,0,0,0,0,0,0
431.098403029763,1,1,1,0,1,1,0,0,1,1
431.126836679029,0,0,0,0,1,0,0,0,0,0
431.132541922287,0,1,0,0,1,1,1,1,1,0
431.134790025813,1,1,1,0,1,0,0,0,1,1
431.17112897083,0,1,1,0,1,0,1,0,1,1
431.174410155517,0,1,0,0,1,0,0,0,0,0
431.178343087281,1,1,1,0,1,1,1,1,1,1
431.207552113338,0,1,0,0,0,0,0,0,0,0
431.214775341593,1,1,1,0,1,1,0,1,1,1
432.106340127531,0,0,0,0,0,1,0,0,0,0
433.041278715971,1,1,1,0,1,1,1,0,1,1
433.077685082233,1,1,1,0,1,1,1,0,1,1
433.114024792418,1,1,1,1,1,1,1,0,1,1
433.142472007118,0,1,0,0,0,0,0,0,0,0
433.148149099096,0,0,0,0,0,0,0,0,0,1
433.150430202618,1,1,1,0,1,1,1,0,1,1
433.150742808405,0,0,0,0,0,0,0,1,0,0
433.186850537169,1,1,1,0,1,1,0,0,0,1
433.194050140366,1,1,0,0,1,1,0,0,0,0
433.309032004276,0,0,0,0,0,0,1,0,0,0
433.345354950349,0,0,0,0,0,1,0,0,0,0
434.073166106249,1,0,0,0,0,0,0,0,0,0
435.020539260446,1,1,0,0,1,0,0,0,0,0
435.044227386632,0,0,1,0,0,0,0,0,0,0
435.056955274874,1,1,1,0,1,1,1,1,1,1
435.069975288849,0,1,0,0,0,0,0,0,0,0
435.084527364966,0,0,0,0,0,0,0,1,0,0
435.09330045953,1,1,1,1,1,1,1,1,1,1
435.12967326314,1,1,1,0,1,1,1,1,1,1
435.155608107404,1,0,0,0,0,0,0,0,0,0
435.237834267722,0,0,0,0,1,0,0,0,0,0
436.088535127009,0,1,0,0,0,0,0,0,0,0
436.164169607948,0,0,0,0,1,0,0,0,0,0
436.960191366493,0,1,0,0,0,1,1,1,0,0
437.036189125917,1,1,1,0,1,0,1,0,1,0
437.060753448878,0,0,1,0,0,0,0,0,0,0
437.061048816922,0,0,0,0,0,0,0,0,1,0
437.072585458072,1,1,1,1,1,1,1,0,1,1
437.081904146071,0,0,0,0,0,1,0,0,0,0
437.103767297209,0,0,0,0,0,1,0,0,0,0
437.108930056889,1,1,1,1,1,1,1,1,1,1
437.167771804142,1,0,0,0,0,0,0,0,0,0
437.257770156864,1,0,0,0,0,0,0,0,0,0
438.10419633434,0,1,0,0,0,1,0,0,0,0
438.179745950113,0,0,0,0,0,0,0,0,1,0
438.961395978108,0,1,0,1,1,0,0,0,0,0
439.055165624139,0,1,0,0,0,1,0,0,1,0
439.088161062818,1,1,1,1,1,1,1,1,1,1
439.106778348986,0,0,0,0,1,0,0,0,0,0
439.112501310401,1,0,0,1,0,1,0,0,0,0
439.233959848171,0,0,0,1,0,0,0,0,0,0
439.273476009983,0,1,0,0,0,0,0,0,0,0
440.068395113544,0,1,1,0,0,0,0,0,0,1
440.068638232463,0,0,0,0,1,0,0,0,0,0
440.119827379301,1,1,1,0,1,0,0,0,0,0
440.15655143461,0,0,0,0,0,0,0,0,1,0
440.192941937655,0,0,0,0,1,0,0,0,0,0
440.214069022656,0,0,0,0,1,0,0,0,0,0
440.251411571456,1,0,0,0,0,0,0,0,0,0
441.031027668648,0,1,0,0,1,0,0,0,0,0
441.046330353718,1,1,0,0,1,0,0,0,1,0
441.067445217603,1,1,0,0,1,0,1,0,1,0
441.101538331369,0,0,0,0,0,0,0,1,0,0
441.129725298742,1,0,0,0,0,0,0,0,0,0
441.132181024161,1,1,1,0,1,1,1,0,1,0
441.161329262048,0,0,0,0,0,0,1,0,0,0
441.166094118396,0,0,0,0,0,0,0,0,1,0
441.168546108283,1,1,1,0,1,1,1,1,1,1
441.235446855782,1,1,1,0,1,1,0,1,1,0
442.230664611481,1,0,0,0,1,0,0,0,0,0
442.946118010096,0,0,0,0,1,0,0,0,1,0
442.95124009866,0,1,0,0,1,0,1,0,1,0
442.977121813965,0,1,0,0,0,1,1,1,1,0
443.025570050744,1,1,1,0,1,0,0,0,0,0
443.046693202057,1,0,1,0,1,0,0,0,0,0
443.06197252065,1,1,0,0,1,0,0,0,0,1
443.075077305562,0,0,0,0,0,0,0,0,0,1
443.08312105635,1,1,1,0,1,1,1,0,1,1
443.098414050448,1,1,1,0,1,0,0,1,1,1
443.132440327809,0,0,0,0,0,0,1,0,1,0
443.181805601353,0,0,0,0,0,0,0,0,0,1
443.251099249321,1,1,0,0,1,1,0,1,1,1
443.943384302375,0,1,1,0,0,0,0,0,1,0
444.200324462349,0,0,0,0,0,0,0,0,0,1
444.209932863225,1,1,1,0,1,1,0,1,1,1
444.21811335107,1,0,0,0,0,0,0,1,0,0
444.246333336633,1,0,0,0,1,1,0,0,0,0
444.941904014313,0,0,0,0,1,0,0,0,1,0
445.041231611724,1,1,1,0,1,0,0,0,1,0
445.062575890942,0,1,0,0,1,0,0,0,0,0
445.077648929997,1,1,1,0,1,1,0,0,1,1
445.090703609108,1,1,0,0,0,0,0,0,0,0
445.098764302069,1,1,1,0,1,1,1,0,1,0
445.114028424843,1,1,0,0,1,0,0,0,0,1
445.148151570789,1,1,1,0,1,1,1,1,1,1
445.193953878212,1,1,1,0,1,1,0,1,1,1
445.230368100921,1,1,1,0,1,1,1,1,1,1
445.381765150841,0,0,0,0,0,1,0,0,0,0
446.189139521138,1,0,0,0,0,0,0,0,0,0
447.05691596879,1,1,1,0,1,1,1,0,1,1
