,ECA2_0043_01.a_p1,ECA2_0043_02.a_p1,ECA2_0043_03.a_p1,ECA2_0043_04.a_p1,ECA2_0043_05.a_p1,ECA2_0043_06.b_p1,ECA2_0043_07.a_p1,ECA2_0043_08.a_p1,ECA2_0043_09.a_p1,ECA2_0043_10.a_p1
373.056476136202,1,1,1,0,0,0,0,0,0,1
373.069513595637,0,0,1,0,0,0,1,0,0,1
373.092863986741,1,0,1,1,1,0,0,1,1,0
373.129236898477,1,1,1,0,1,1,0,0,1,1
373.147632231838,1,1,0,0,0,0,0,0,1,0
373.165624489225,0,0,0,0,0,1,1,0,0,0
374.105285744607,0,0,1,0,0,0,0,0,0,0
374.124513773181,0,0,0,0,0,1,0,0,0,0
374.999547213639,0,0,0,1,0,1,0,0,0,0
374.999774170495,0,0,0,0,0,0,1,0,0,0
375.035730095859,1,1,1,0,0,0,0,0,0,0
375.048792224413,0,0,0,0,1,0,0,0,0,0
375.056852029369,0,0,1,0,0,0,0,0,1,0
375.07214128479,1,1,1,1,1,0,1,1,1,1
375.101051260997,0,0,1,0,0,0,0,0,0,0
375.144928848733,1,1,1,1,1,1,1,1,1,1
375.181292203292,1,0,0,0,0,1,1,1,1,0
375.217706396629,0,0,0,0,1,0,0,0,0,0
377.015073251635,1,0,0,0,0,0,0,0,0,0
377.049006082502,1,0,1,0,0,0,0,0,0,0
377.051396445684,1,1,1,1,1,1,0,1,1,1
377.061980617232,0,1,0,0,0,0,0,0,0,0
377.087803190623,1,1,1,1,1,1,1,1,1,1
377.09115970413,0,1,0,0,0,0,0,0,0,0
377.103004190471,1,0,0,0,0,0,0,0,0,0
377.109116850325,0,0,0,0,0,1,0,0,0,0
377.12417426497,1,1,1,1,1,1,1,1,1,1
377.135538949468,0,1,1,0,0,0,0,0,0,0
377.196945440299,1,1,1,0,1,1,1,0,1,0
377.233358059072,0,0,0,0,0,1,0,0,0,0
377.282724515078,1,1,0,0,0,0,0,0,0,0
378.046664944457,0,0,0,0,0,0,0,0,0,1
378.119416926561,1,0,1,0,0,1,1,0,1,1
378.979897444928,0,1,1,0,0,0,0,0,0,0
379.030686112247,0,1,1,0,0,0,0,0,0,0
379.043747718356,0,0,1,0,0,0,0,0,0,0
379.067076004777,1,1,1,1,1,1,1,1,1,1
379.088149547356,0,0,0,0,0,0,0,0,1,0
379.103451701591,1,1,1,1,1,1,1,1,1,1
379.114785962032,1,1,0,0,0,0,1,1,0,1
379.248942744913,0,0,0,0,0,1,1,0,0,0
380.062333798109,0,0,1,0,0,0,0,0,0,0
380.098706774837,1,1,1,1,1,0,1,1,1,1
381.028540126623,1,0,0,0,0,0,0,0,0,0
381.044988543549,0,0,1,1,1,1,0,0,1,1
381.04633893879,1,1,1,0,0,0,1,1,1,1
381.057604535333,1,0,0,0,0,0,0,0,0,0
381.094016064472,0,0,0,0,1,0,0,0,1,1
381.116691234912,0,0,0,0,0,1,0,0,0,1
381.13042792231,0,0,1,0,0,0,0,0,1,0
381.147430924684,1,1,1,0,1,1,1,1,1,1
381.195215581884,1,0,0,0,1,0,0,0,0,0
381.246873787136,0,0,0,0,0,0,1,0,0,0
381.984058015922,0,0,0,1,0,0,0,0,0,0
382.077997977155,0,0,1,1,0,0,1,1,1,1
383.024267855133,0,1,0,0,0,0,0,0,0,0
383.04086489292,1,0,0,0,0,0,0,0,0,0
383.044257759909,0,1,0,0,0,0,0,0,0,0
383.051492681291,0,1,0,0,0,0,0,0,0,0
383.061973823269,1,1,1,1,1,1,1,1,1,1
383.067166562862,0,0,0,1,0,0,0,0,0,0
383.077215054468,1,0,0,0,0,0,0,0,0,0
383.087841711599,1,0,1,0,0,0,0,0,0,0
383.12670158935,1,1,1,1,0,1,1,1,1,1
383.186470825927,0,0,0,0,0,1,0,0,0,0
383.199426217271,0,0,0,0,0,0,0,0,1,0
384.057274292347,0,0,1,0,0,0,0,0,1,0
384.179384954068,0,1,0,0,0,0,0,0,0,0
385.020158329479,0,0,1,0,0,0,0,0,0,1
385.041247297459,1,0,1,1,0,0,1,1,1,1
385.056500330622,1,0,0,0,0,0,0,0,0,0
385.090675567781,0,0,0,0,0,0,0,1,0,0
385.092903606989,1,0,1,0,0,0,0,0,0,0
385.125235444133,1,0,0,0,0,0,0,1,0,1
385.193949885574,0,0,0,0,0,1,1,0,0,0
386.051755990902,0,1,0,0,0,0,0,0,0,0
386.072910516549,0,0,1,0,0,0,1,1,1,0
386.938784698101,1,1,1,0,0,0,0,0,0,1
387.035782330147,1,1,1,0,0,0,0,0,0,0
387.044515332278,0,0,0,1,0,0,0,0,0,0
387.05692392994,1,1,1,1,1,1,1,1,1,1
387.060845211245,0,0,0,0,0,1,0,0,0,0
387.072164506515,1,0,1,0,1,0,0,0,1,0
387.106308535077,0,0,0,0,0,0,0,1,0,0
387.108537109246,1,0,1,1,0,0,1,0,1,0
387.144925934392,0,0,1,1,0,1,1,0,0,1
387.181271326447,0,0,0,0,0,0,1,0,0,0
388.172501812849,0,0,0,0,1,0,0,0,0,0
389.051460675204,1,1,1,1,1,0,1,1,1,1
389.064479619368,0,0,1,0,0,0,1,0,0,0
389.072535459714,1,1,1,1,0,1,1,1,1,1
389.076048348772,0,0,0,0,0,0,0,1,0,0
389.087797436197,1,1,1,1,0,1,0,1,1,1
389.087997403607,0,0,0,0,0,0,1,0,0,0
389.124212180512,1,1,1,1,1,1,1,1,1,1
389.160577607689,1,1,1,1,1,1,1,1,1,1
389.196955886215,1,0,0,1,0,0,1,0,0,0
389.254669520785,0,0,0,0,1,0,0,0,0,0
390.083049521284,1,0,0,0,0,0,0,0,1,0
390.174613689522,0,0,0,0,0,1,0,0,0,0
391.030658021836,1,1,1,0,0,0,0,0,0,1
391.067072181836,1,1,1,1,1,1,1,1,1,1
391.088192582606,0,0,1,0,0,0,0,1,1,1
391.088725533515,0,0,0,0,0,0,1,0,0,0
391.103438396276,1,1,1,1,1,1,1,1,1,1
391.171199984342,0,0,0,0,0,1,0,0,0,0
391.212588728176,1,0,0,0,1,0,1,1,1,0
392.083757517328,0,0,0,0,0,1,0,0,0,0
392.098710946304,0,1,0,1,0,0,1,0,1,1
393.004883867272,0,0,1,0,0,0,0,0,0,0
393.046321803348,1,1,1,1,0,1,0,1,1,1
393.05935778138,0,0,0,0,0,0,0,1,0,0
393.082686187308,1,1,1,1,1,1,1,1,1,1
393.086021660544,0,1,0,0,0,0,0,0,0,0
393.093975428266,1,0,0,0,0,0,0,0,0,0
393.111041533927,0,0,1,0,0,0,0,0,0,0
393.130437552162,1,0,0,0,0,0,0,0,0,0
393.147484333342,0,0,1,0,0,0,0,0,0,0
395.061963644418,1,1,1,1,1,1,1,1,1,1
395.11942110074,0,0,0,0,0,1,0,0,0,0
395.12667674729,1,1,1,0,1,0,0,1,1,1
395.21081572965,1,0,0,0,0,0,0,0,0,0
395.262499925677,0,0,0,0,0,0,1,0,0,0
395.999217295255,0,0,0,0,0,1,0,0,0,0
396.166576162147,0,0,0,0,0,0,1,0,0,0
397.041265486201,1,1,1,0,0,0,0,1,1,1
397.088847663436,0,0,0,0,0,0,0,0,0,1
397.103636827025,0,0,0,0,0,0,0,0,0,1
397.125313161759,0,0,1,0,0,0,0,0,0,0
397.178689726966,1,0,1,0,1,0,1,1,1,1
398.072884270867,0,0,0,0,0,0,0,0,1,0
399.000049199095,0,0,0,1,0,0,0,0,0,0
399.05689320288,1,1,1,1,1,1,1,1,1,1
399.085232204813,1,1,1,0,0,1,1,0,0,0
399.10456168336,0,0,0,0,0,0,0,0,0,1
399.108556282225,1,0,0,0,0,0,0,0,0,1
399.12492061241,0,0,0,0,0,1,0,0,0,0
399.138928687925,0,0,0,0,0,1,0,0,0,0
399.14094160816,0,0,0,0,0,0,0,1,0,0
399.144919624057,0,0,0,0,0,0,0,0,1,0
399.217693552083,0,0,0,0,0,0,0,0,0,1
400.335188417944,0,0,0,1,0,0,0,0,0,0
400.954450395906,0,0,0,0,1,0,0,0,0,0
401.036356491485,0,0,0,0,0,0,0,0,0,1
401.051390989383,0,0,1,0,0,0,0,1,0,0
401.072530312219,1,1,1,1,1,1,1,1,1,1
401.087773156696,0,0,0,0,0,0,1,0,1,0
401.124177379548,0,1,1,0,0,0,1,0,0,0
401.160573328797,0,1,0,0,0,0,0,0,0,0
401.188896164136,0,0,0,0,0,0,0,0,0,1
401.233340195639,0,0,0,0,0,1,0,0,0,0
402.080681101606,1,0,0,0,0,0,0,0,0,0
403.030707164804,1,0,1,0,0,0,0,0,0,0
403.051806795172,0,0,1,0,0,0,1,0,0,0
403.067062072702,1,1,1,1,0,0,1,0,0,0
403.088367642253,0,0,0,0,1,1,0,0,0,0
403.103422043992,1,1,1,1,0,1,1,1,1,0
403.139842015822,1,1,1,1,1,1,1,0,1,1
403.176175926035,1,1,1,1,1,1,1,0,1,0
403.204514528068,1,1,1,1,0,0,1,0,0,1
403.212571157338,0,0,0,0,0,1,1,0,0,0
404.135093390719,0,1,0,0,0,0,0,0,0,0
404.940198008835,0,0,1,0,0,0,0,0,0,0
405.046340646475,0,1,1,1,0,0,0,1,0,1
405.049704279315,0,1,0,0,0,0,0,0,0,0
405.059394742209,0,1,1,0,0,0,0,0,0,0
405.082718505381,1,1,1,1,1,1,1,1,1,1
405.086056637883,0,0,1,0,0,0,0,0,0,0
405.11909766238,1,1,1,1,1,1,1,1,1,1
405.155524006246,1,1,1,1,1,1,1,1,1,1
405.19186350397,1,1,1,1,0,1,1,0,1,1
405.228257422227,0,0,0,0,1,1,1,0,0,0
406.077886690361,0,0,0,0,0,0,0,0,1,1
406.114330331801,0,1,1,0,0,0,1,1,1,1
407.025605080093,0,1,1,1,0,0,0,0,0,0
407.061933456416,1,1,1,1,1,1,1,1,1,1
407.098352639308,1,1,1,1,1,1,1,1,1,1
407.16302625886,0,0,0,0,0,1,0,0,0,1
407.163276217033,0,0,0,1,0,0,0,0,0,0
407.244115095269,0,0,0,0,0,1,0,0,0,0
408.92077070099,1,1,1,1,1,1,1,0,0,0
409.007691316363,0,1,0,0,0,0,0,0,0,0
409.023499186739,0,1,0,0,0,0,0,0,0,0
409.041236955638,1,1,1,1,0,0,1,0,1,1
409.059080615759,0,0,0,0,1,0,0,0,0,0
409.061875942541,0,0,0,1,0,0,0,0,0,0
409.077642662221,1,1,1,1,1,1,1,1,1,1
409.117275768627,0,1,0,0,0,0,0,0,0,0
409.148055421471,0,0,0,0,0,0,0,0,1,1
409.17874681503,0,1,0,0,0,0,0,0,1,1
409.226467337717,0,0,0,0,1,0,0,0,0,1
410.109275434405,1,0,1,1,0,1,1,1,1,0
410.148467617875,1,0,0,0,0,0,0,0,0,0
411.006081357734,0,1,1,0,0,0,0,0,0,0
411.008127461469,0,0,0,0,0,1,0,0,0,0
411.018902656725,1,0,0,0,0,0,0,0,0,1
411.05684843153,1,1,1,1,0,1,1,1,1,1
411.082720270252,0,0,0,0,0,0,0,0,1,0
411.085236137865,0,0,1,0,0,0,0,0,0,0
411.090058672936,1,1,1,0,0,0,0,0,0,0
411.093245879104,1,1,1,1,1,1,1,1,1,1
411.104534455835,0,0,0,0,0,0,0,0,1,0
411.111336181908,0,0,0,0,0,0,1,0,0,0
411.121624831434,1,1,1,1,0,1,0,0,1,1
411.132928123021,0,0,0,0,0,1,0,0,0,0
411.141089230548,0,0,0,0,0,0,0,0,0,1
411.194358590618,1,1,1,0,1,1,1,1,1,1
411.326860590431,0,0,0,0,1,1,1,0,0,0
413.015002767033,0,1,0,0,0,0,0,0,0,0
413.036153513737,0,0,0,0,0,0,0,1,0,0
413.051437537845,1,1,1,0,0,0,0,0,1,0
413.072567159976,1,1,1,1,0,1,1,1,1,1
413.087845776984,1,1,0,0,0,0,0,0,0,0
413.196948252845,0,0,0,0,1,1,1,0,0,0
413.201690110041,0,0,1,0,0,0,0,0,0,0
413.21001881107,1,1,1,0,0,0,1,1,1,0
413.233324623101,0,0,0,0,1,0,1,0,0,0
414.067764563139,0,0,0,0,0,0,0,1,0,0
414.91993629941,0,1,0,0,0,0,0,0,0,0
415.03066599077,0,1,1,0,0,0,0,0,0,0
415.051805542468,1,1,1,0,0,1,1,1,1,1
415.06708997868,1,1,1,1,0,1,0,0,0,0
415.088163934559,1,1,1,1,1,1,1,1,1,1
415.103422029856,1,0,0,0,0,0,0,0,0,0
415.137543773992,0,1,0,0,0,0,0,0,0,0
415.139800834592,1,1,0,0,0,1,1,1,0,0
415.212540167554,1,0,1,1,1,0,1,0,1,1
416.083437135951,0,0,1,0,0,0,0,0,0,1
416.935754384288,0,0,0,1,0,0,0,0,0,0
417.009907310273,0,0,1,1,0,0,0,0,0,0
417.046308622419,1,1,0,1,0,0,0,1,1,1
417.067450615392,0,1,1,0,0,1,0,1,1,1
417.082729755436,1,1,1,1,1,0,0,1,1,1
417.119104387758,1,1,1,1,1,0,1,1,1,0
417.155477299405,0,0,1,0,0,1,1,0,1,1
417.166162779496,0,1,0,0,0,0,0,0,0,0
417.191921079964,1,0,0,0,0,0,0,0,0,0
419.00715364232,0,0,1,0,0,0,0,0,0,0
419.02564989881,0,1,1,0,0,0,0,0,0,0
419.062000617374,1,1,1,0,0,0,1,0,1,1
419.08308517486,0,0,0,0,0,0,0,1,1,0
419.083299585048,0,1,0,0,0,0,0,0,0,0
419.098346584978,1,1,1,1,1,1,1,1,1,1
419.114570566675,0,0,0,1,0,0,0,0,0,0
419.134769001433,1,1,1,1,1,1,1,1,1,1
419.171121992706,1,1,1,1,0,1,1,1,1,1
419.207469957454,0,0,1,1,1,1,0,0,1,1
419.207703317971,0,0,0,0,0,0,1,0,0,0
420.057215833137,0,1,0,0,0,0,0,0,0,0
420.067685536862,0,1,0,0,0,0,0,0,0,0
420.093623263079,0,0,0,0,0,0,0,0,0,1
420.13036691121,0,0,0,0,0,0,1,0,0,0
420.202799063121,1,0,0,0,0,0,0,0,0,0
420.950809626186,0,1,1,0,1,0,1,0,1,1
421.041250402563,1,0,1,1,0,0,0,0,0,1
421.044643339742,0,1,0,0,0,0,0,0,0,0
421.077587970374,1,1,1,1,1,1,1,0,1,1
421.114012814373,1,1,1,1,1,1,1,1,1,1
421.170577786692,1,1,1,1,0,0,1,0,1,1
421.204973814999,0,0,0,0,1,0,0,0,0,0
421.215119626958,1,1,1,0,0,0,0,1,1,0
422.094351147676,0,0,0,0,0,0,0,0,1,0
422.109253790084,0,0,1,1,0,1,1,1,1,1
423.013403885104,1,0,1,0,1,0,0,0,0,0
423.056912426131,1,1,1,1,1,0,1,1,1,1
423.093256520067,1,1,1,1,1,1,1,1,1,1
423.158072465456,1,0,0,0,0,0,0,0,1,0
423.158596452415,0,0,0,0,0,0,1,0,0,0
423.194326901307,0,1,1,0,0,0,0,0,0,0
423.222368083401,0,0,0,0,1,0,0,0,0,1
423.23078113293,0,0,0,0,1,0,0,0,0,1
423.242176854154,0,0,0,0,1,0,0,0,0,0
424.088512699001,0,0,0,0,0,0,0,0,0,1
424.158638909564,0,0,0,0,0,0,0,0,1,0
424.219107306403,0,0,0,1,0,0,0,0,0,1
425.054786706195,1,1,1,0,0,0,0,0,0,0
425.055066720022,0,0,0,1,0,0,0,0,0,0
425.07118306152,0,0,0,0,1,0,0,0,0,0
425.072566890514,0,0,0,0,0,0,0,1,0,1
425.072968257144,0,0,0,0,0,0,1,0,0,0
425.08562879894,0,0,0,0,0,0,0,1,0,0
425.098453068634,0,0,0,1,0,0,0,0,0,0
425.103716455727,0,0,0,0,1,0,0,0,0,0
425.120189171389,1,0,0,0,0,0,0,0,0,0
425.137290031914,1,1,1,1,0,0,1,0,1,1
425.173664486624,1,1,1,0,0,1,0,0,1,1
426.074248693157,1,0,1,0,0,0,0,0,0,1
426.104212525782,0,0,1,0,1,0,1,1,1,1
426.104497836008,1,0,0,0,0,0,0,0,0,0
426.140910010078,0,0,0,0,1,0,0,0,0,0
426.198408021466,0,0,0,1,0,0,0,0,0,0
427.034068934963,1,0,0,0,0,0,0,0,0,0
427.041339139243,0,0,1,0,0,0,0,0,0,0
427.051827179376,1,1,1,0,0,1,1,1,1,0
427.085894080309,0,0,1,0,0,0,0,0,0,0
427.088210321811,1,1,1,1,1,1,1,1,1,1
427.101217319661,0,0,0,0,0,0,0,1,0,1
427.112456438489,0,0,0,0,1,0,0,0,0,0
427.116532815171,1,1,1,0,1,1,0,1,1,1
427.150428208827,0,0,0,0,0,0,0,0,0,1
427.152939196354,1,1,1,1,0,1,1,1,1,1
427.189862355911,0,0,0,0,0,1,0,0,0,0
427.192282311842,0,0,0,0,0,0,1,0,0,0
427.217415870492,0,0,0,0,0,0,0,0,1,0
427.225689877371,1,0,0,0,1,0,0,0,0,0
428.151305759383,0,0,0,0,1,0,0,0,0,0
428.192901642848,0,0,0,0,1,0,0,0,0,0
428.935850945424,0,0,0,0,0,1,0,0,0,0
429.04634935807,0,1,0,0,0,0,0,0,0,0
429.066930143217,0,0,0,0,1,0,0,0,0,0
429.067478152054,1,1,1,0,0,1,0,1,1,1
429.067798043746,0,0,0,0,0,0,1,0,0,0
429.082780166243,1,1,1,0,0,1,0,0,0,0
429.093332582133,0,0,1,0,0,0,0,0,1,0
429.095806825482,1,1,1,1,0,0,1,1,0,1
429.116745220094,0,0,0,0,0,0,0,1,0,0
429.119070590131,0,0,1,0,0,0,1,0,1,0
429.135671267166,0,0,0,0,0,0,0,0,1,0
429.143509996618,0,0,0,0,1,1,0,0,0,1
429.143812279454,0,0,0,0,0,0,1,0,0,0
429.151562357551,1,0,0,1,0,0,0,0,0,0
429.191908757431,0,0,0,1,1,1,1,0,1,0
429.196679363959,0,1,0,0,0,0,0,0,0,0
429.228267727861,1,1,0,1,0,1,1,0,1,1
429.241333035336,1,1,0,0,0,0,0,0,0,0
430.193558189956,1,0,0,0,0,0,0,0,0,0
430.935094826989,0,0,1,1,1,0,0,0,0,0
431.025608144845,0,0,1,0,0,0,0,0,0,0
431.032896801433,0,0,0,0,0,1,0,0,0,0
431.061989235377,1,1,1,0,0,0,0,1,1,1
431.075039973235,1,0,0,0,0,0,0,0,0,0
431.083112171686,1,1,1,0,1,1,1,1,1,1
431.098403029763,1,1,1,0,0,0,1,1,1,1
431.126836679029,0,1,0,0,0,0,0,0,0,1
431.134790025813,1,1,1,1,0,1,1,0,0,0
431.141357851157,0,0,0,0,0,1,0,0,0,0
431.141608910169,0,0,0,0,1,0,1,0,0,0
431.163113305462,0,1,0,0,0,0,0,0,0,0
431.17112897083,0,1,1,1,1,1,1,1,1,0
431.207552113338,1,0,1,1,1,1,1,0,1,0
431.243965429161,1,0,1,1,1,1,1,0,0,0
431.248571525486,0,0,0,0,0,0,0,0,1,0
432.09366795784,0,1,1,0,0,0,0,0,1,0
432.106684331924,0,0,0,0,0,0,0,0,1,0
432.146084107343,0,0,0,0,0,0,1,0,0,0
433.041278715971,1,1,1,0,0,0,1,1,0,1
433.077685082233,1,1,1,1,0,0,1,1,1,1
433.089025464689,0,1,0,0,0,0,0,0,0,0
433.092822419438,1,0,0,0,0,0,0,0,0,0
433.098779211671,0,0,1,0,0,0,1,1,1,1
433.114024792418,1,1,1,1,0,1,1,1,1,1
433.11431390518,0,0,0,0,1,0,0,0,0,0
433.142472007118,0,0,0,0,0,0,0,0,0,1
433.150430202618,1,1,1,1,0,1,1,1,1,1
433.150742808405,0,0,0,0,1,0,0,0,0,0
433.186850537169,1,1,1,1,1,1,1,1,1,1
433.259757853269,0,0,0,0,0,1,1,0,0,0
433.309032004276,1,0,0,0,0,0,0,0,0,0
434.072887066175,0,0,1,0,0,0,0,0,0,0
434.195719762079,0,0,0,0,1,0,0,0,0,0
434.967772911447,0,0,0,0,0,0,0,0,0,1
435.020539260446,0,0,1,0,0,0,0,0,0,0
435.044227386632,1,0,0,0,0,0,0,0,0,0
435.056955274874,1,1,1,0,0,0,1,1,1,1
435.057214359243,0,0,0,1,0,0,0,0,0,0
435.060335951277,0,1,0,0,0,0,0,0,0,0
435.09330045953,1,1,1,1,1,1,1,1,1,1
435.114631299589,0,0,1,0,0,0,0,0,1,0
435.118435058673,0,0,0,0,0,0,0,1,0,0
435.12967326314,1,1,1,1,1,1,1,1,1,1
435.187494504609,1,0,0,1,0,0,0,0,0,0
435.194371206181,0,1,1,0,0,0,0,0,0,1
436.124866262007,1,0,0,0,1,0,0,1,1,0
436.273857604822,0,0,0,1,0,0,0,0,0,0
437.036189125917,1,0,0,0,0,0,0,1,0,0
437.072585458072,1,1,1,1,0,1,0,1,1,1
437.072832263042,0,0,0,0,0,0,1,0,0,0
437.103767297209,0,0,1,0,0,0,0,0,0,0
437.108930056889,1,1,1,1,1,1,1,1,1,1
437.130076716046,0,0,0,0,0,0,0,0,1,0
437.173693177255,0,1,1,0,0,1,0,0,1,1
437.210061562984,1,0,0,0,0,0,0,0,0,1
437.257770156864,0,0,0,0,1,0,0,0,0,1
437.306088078464,0,0,0,0,0,1,0,0,0,1
437.30949266537,0,0,0,0,0,0,1,0,0,0
438.10419633434,0,1,1,0,0,0,1,1,1,1
438.125632716521,0,0,0,0,0,1,0,0,0,0
438.179745950113,0,0,0,1,1,0,0,0,0,0
438.234790632691,0,0,1,0,0,0,0,0,0,0
439.052334151504,0,0,0,0,0,0,1,0,0,0
439.074274177698,0,0,0,0,1,0,0,0,0,0
439.088161062818,0,1,0,0,1,1,1,1,1,1
439.106778348986,1,0,1,1,0,0,0,0,0,0
439.119870123463,0,0,0,0,0,0,1,0,0,0
439.272949376056,0,0,0,0,1,0,0,0,0,0
439.321977756352,0,0,0,0,0,0,1,0,0,0
440.068395113544,0,0,1,0,0,0,0,0,0,0
440.119827379301,1,1,1,1,0,1,0,1,1,1
440.120122132839,0,0,0,0,0,0,1,0,0,0
440.15655143461,0,0,0,0,1,0,0,0,0,0
440.177690979363,0,0,0,0,0,0,1,0,0,0
440.192941937655,0,0,0,0,0,0,1,0,0,0
440.273975900282,0,0,0,1,0,0,0,0,0,0
441.046330353718,0,0,1,0,0,0,0,0,0,0
441.066531593926,0,0,0,0,0,1,0,0,0,0
441.067445217603,1,1,1,0,0,0,1,1,1,1
441.080407323752,0,0,0,0,0,0,0,1,0,0
441.092133936417,0,0,1,0,0,0,0,0,0,0
441.101538331369,0,0,1,0,0,0,0,0,0,1
441.129725298742,0,0,0,0,0,0,0,0,0,1
441.132181024161,1,1,1,1,1,1,1,1,1,1
441.135570034611,0,0,0,0,0,1,0,0,0,0
441.168546108283,1,1,1,1,1,1,1,1,1,1
441.204968766383,1,1,1,0,1,0,1,1,1,1
441.225548738085,0,0,0,1,0,0,0,0,0,0
441.252277980306,0,0,0,0,0,1,1,0,0,0
441.300956679815,0,1,0,0,0,1,0,0,0,0
442.099084741158,1,0,1,0,0,0,1,1,1,1
442.135796003932,0,0,0,0,0,0,1,0,0,0
442.172149384013,0,0,0,1,0,1,0,0,0,0
442.95124009866,0,0,0,1,0,0,0,0,0,0
443.008190216493,0,0,0,1,0,0,0,0,0,0
443.046693202057,0,0,1,0,0,0,0,0,0,0
443.061377587002,0,0,0,1,0,0,0,0,0,0
443.06197252065,1,1,1,0,0,0,0,0,0,0
443.08312105635,1,1,1,1,0,1,1,1,1,1
443.098414050448,1,0,1,0,0,1,0,0,0,1
443.098700578143,0,0,0,1,0,0,0,0,0,0
443.107702024465,0,0,0,0,1,0,0,0,0,0
443.132440327809,0,0,0,0,0,0,0,1,0,0
443.243868449111,0,1,0,0,0,0,0,0,0,0
443.943384302375,0,0,0,1,0,1,0,0,0,0
444.165039535961,0,0,0,0,1,0,0,0,0,0
444.950792882135,0,0,1,0,0,0,0,0,0,0
444.988227358365,0,0,0,0,1,0,0,0,0,0
445.062314822367,0,0,0,0,0,0,0,0,0,1
445.077648929997,1,1,1,0,1,1,0,1,1,0
445.077936165464,0,0,0,1,0,0,0,0,0,0
445.084790639456,0,0,0,0,0,1,0,0,0,0
445.090703609108,0,0,0,0,0,0,0,0,1,0
445.098764302069,1,1,1,1,1,1,1,1,1,1
445.114028424843,1,1,1,1,0,0,0,0,0,0
446.036432751476,0,0,0,0,0,0,0,1,0,0
446.073171372248,0,0,0,0,0,0,1,0,0,0
447.05691596879,1,1,1,0,0,0,0,0,1,1
447.063825189726,0,0,0,0,0,1,0,0,0,0
447.077981685558,0,0,0,0,0,0,0,1,1,1
447.09324777296,1,1,1,1,1,1,1,0,1,1
447.114633219501,0,0,0,0,0,0,1,0,0,0
447.124746193852,0,0,0,0,0,0,0,1,0,0
447.129676968486,1,1,1,1,1,1,1,1,1,1
447.166359122971,0,0,0,0,0,0,1,0,0,0
447.170777154424,0,0,0,0,0,0,1,0,0,0
447.193366006931,0,0,0,0,0,1,0,0,0,0
447.202454273815,1,1,0,0,1,1,1,0,1,1
447.20706384692,0,0,0,0,1,0,0,0,0,0
447.238811455379,0,0,1,0,0,1,1,0,0,0
448.983472027455,0,0,0,0,0,0,0,1,0,0
449.036153802432,0,1,0,0,0,0,0,0,0,0
449.072543871549,1,1,1,0,1,1,1,1,1,0
449.108959458991,1,1,1,1,1,1,1,1,1,1
449.254454647498,0,0,0,0,1,0,1,1,0,0
449.254700416066,0,0,1,0,0,0,0,0,0,0
450.234785558609,0,0,0,1,0,0,0,0,0,0
450.271210404491,0,0,0,0,1,0,0,0,0,0
451.051814909722,0,1,1,0,0,0,0,1,1,1
451.070411723725,1,1,0,0,1,0,0,0,0,0
451.088224866763,1,1,1,0,0,1,1,1,1,1
451.088462791512,0,0,0,1,0,0,0,0,0,0
451.119486050038,0,0,0,0,0,0,0,0,1,0
451.119834157202,0,0,0,1,0,0,0,0,0,0
451.124612374534,1,1,1,1,1,1,1,1,1,1
451.161234567465,0,0,0,0,1,0,0,0,0,0
451.189282729289,1,1,1,0,0,0,0,1,1,1
451.212782681817,0,0,0,0,0,0,0,0,0,1
451.325017198106,0,0,0,0,0,1,1,0,0,0
452.119830814652,1,0,0,0,0,0,0,1,1,0
452.120106671292,0,0,0,0,0,0,1,0,0,0
452.176903445984,0,0,0,0,1,0,0,0,0,0
452.977011797449,0,0,0,0,0,1,0,0,0,0
453.067431269955,1,1,1,0,0,1,0,1,1,1
453.067663339975,0,0,0,0,0,0,1,0,0,0
453.098622336073,1,0,0,0,0,0,0,0,0,0
453.103879493075,1,1,1,1,1,1,1,1,1,1
453.10864306486,0,0,0,0,0,0,0,0,1,0
453.135090176126,0,0,0,1,1,1,1,0,0,0
453.140514631624,0,0,0,0,1,0,0,0,0,0
453.168610789958,0,1,0,0,0,0,0,0,0,1
453.204946596811,0,0,1,1,0,0,1,1,1,1
454.099058620902,0,0,0,1,0,0,0,0,0,0
454.156897554735,0,0,0,1,0,1,1,0,0,0
454.974611046803,0,0,0,0,0,1,0,0,0,0
455.046715100367,0,1,1,0,0,0,0,0,0,0
455.061988470262,1,0,0,0,0,0,0,0,0,0
455.07463231064,0,0,0,0,0,0,0,0,1,0
455.083066172065,1,1,1,1,0,1,1,1,1,1
455.101632111961,0,0,0,0,0,1,0,0,0,0
455.109027816308,0,0,0,0,0,0,0,0,0,1
455.111453581766,0,0,0,0,0,0,0,1,0,0
455.145370292843,0,0,0,0,0,1,0,0,0,0
455.147865874753,1,1,0,0,1,1,0,1,1,1
455.220634643492,0,1,1,0,0,0,0,0,1,1
456.260479516256,0,0,0,0,0,0,0,1,0,0
456.95950498231,0,0,0,0,1,1,0,0,0,0
457.062313980676,1,0,1,1,0,0,0,1,1,1
457.077591558917,1,0,1,0,0,0,0,0,0,0
457.098763730391,1,1,1,1,1,0,1,1,1,1
457.114048644519,1,0,1,0,0,0,0,0,0,0
457.123390446452,0,0,0,0,0,0,0,0,0,1
457.150634103094,0,0,0,0,0,1,0,0,0,0
457.159333487824,0,0,1,0,0,0,0,0,0,0
458.093972761662,0,0,1,0,0,0,1,1,0,0
